"Note: in order of color, mega cap> large cap> mid cap> small cap> micro cap ",,,,,,,,
,,,,,,,,
Symbol,Name,LastSale, MarketCap ,ADR TSO,IPOyear,Sector,Industry,Summary Quote
BVXV,BiondVax Pharmaceuticals Ltd.,6.9651," 21,524,582.85 ",3090348,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxv
PRAN,Prana Biotechnology Ltd,3.35," 21,396,376.30 ",6386978,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pran
DFFN,Diffusion Pharmaceuticals Inc.,1.44," 20,773,018.08 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dffn
CBMX,CombiMatrix Corporation,7.05," 20,577,018.30 ",n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cbmx
SLNO,"Soleno Therapeutics, Inc.",1.95," 20,280,000.00 ",n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/slno
CBIO,"Catalyst Biosciences, Inc. ",4.7," 20,259,636.70 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbio
APRI,"Apricus Biosciences, Inc.",1.5734," 20,113,969.56 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apri
EYEG,"Eyegate Pharmaceuticals, Inc.",1.141," 19,630,651.70 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyeg
RVP,"Retractable Technologies, Inc.",0.6132," 19,417,869.59 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rvp
ANTH,"Anthera Pharmaceuticals, Inc.",1.78," 19,413,431.16 ",n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anth
ONTX,"Onconova Therapeutics, Inc.",1.94," 19,111,256.22 ",n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ontx
ACST,"Acasti Pharma, Inc.",1.28," 18,861,999.36 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acst
EBIO,"Eleven Biotherapeutics, Inc.",0.76," 18,772,566.96 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebio
CUR,"Neuralstem, Inc.",1.24," 18,698,402.68 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cur
RPRX,Repros Therapeutics Inc.,0.4945," 18,600,790.58 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
CYCC,"Cyclacel Pharmaceuticals, Inc.",1.63," 18,582,728.61 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
DMPI,"DelMar Pharmaceuticals, Inc.",0.8575," 18,480,730.24 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dmpi
SNOA,"Sonoma Pharmaceuticals, Inc.",4.28," 18,438,081.64 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snoa
ACHV,"Achieve Life Sciences, Inc. ",1.61," 18,153,994.53 ",n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/achv
ABIO,"ARCA biopharma, Inc.",1.225," 17,645,125.40 ",n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio
NEOT,"Neothetics, Inc.",1.27," 17,566,318.69 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/neot
AMS,American Shared Hospital Services,3.0707," 17,533,697.00 ",n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ams
CVM,Cel-Sci Corporation,1.71," 17,240,898.87 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cvm
CLSN,Celsion Corporation,2.06," 17,203,723.32 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clsn
PPHMP,Peregrine Pharmaceuticals Inc.,23.94," 16,758,000.00 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pphmp
OGEN,"Oragenics, Inc.",0.3366," 16,585,702.12 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ogen
BASI,"Bioanalytical Systems, Inc.",2.01," 16,560,180.96 ",n/a,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
RTTR,"Ritter Pharmaceuticals, Inc.",0.3339," 16,463,447.36 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rttr
MYND,"MYnd Analytics, Inc.",3.88," 16,447,556.68 ",n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mynd
DRIO,DarioHealth Corp.,1.6," 16,381,152.00 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/drio
VLRX,"Valeritas Holdings, Inc.",2.37," 16,217,857.86 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/vlrx
PBMD,Prima BioMed Ltd,2.15," 15,995,750.60 ",7439884,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbmd
DXR,Daxor Corporation,4.19," 15,883,259.26 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxr
JAGX,"Jaguar Health, Inc.",0.1781," 15,842,111.66 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx
OPGN,"OpGen, Inc.",0.3021," 15,575,199.32 ",n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/opgn
KTOV,Kitov Pharmaceuticals Holdings Ltd.,2.34," 15,070,727.88 ",6440482,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktov
DARE,"Dare Bioscience, Inc.",2.38," 14,392,252.70 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dare
BPMX,BioPharmX Corporation,0.1746," 13,910,353.19 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bpmx
CYTX,Cytori Therapeutics Inc,0.3999," 13,883,055.57 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
AYTU,"Aytu BioScience, Inc.",3.45," 13,875,285.90 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aytu
RXII,RXi Pharmaceuticals Corporation,0.5691," 13,486,155.06 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii
ACER,Acer Therapeutics Inc.,18.0685," 13,360,643.91 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acer
SSY,"SunLink Health Systems, Inc.",1.4524," 13,307,709.41 ",n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ssy
XTNT,"Xtant Medical Holdings, Inc.",0.7199," 13,024,864.90 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/xtnt
MTFB,Motif Bio plc,10.3267," 12,956,703.96 ",1254680,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtfb
SKLN,Skyline Medical Inc.,1.99," 12,403,194.39 ",n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/skln
GALE,"Galena Biopharma, Inc.",0.295," 12,082,855.44 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gale
AMDA,Amedica Corporation,0.329," 11,931,145.85 ",n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda
SBOT,"Stellar Biotechnologies, Inc.",1.1275," 11,861,408.24 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbot
MBVX,"MabVax Therapeutics Holdings, Inc.",0.6197," 11,724,463.73 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbvx
TENX,"Tenax Therapeutics, Inc.",0.4121," 11,636,280.61 ",n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/tenx
SNGX,"Soligenix, Inc.",2.03," 11,617,974.20 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sngx
DYNT,Dynatronics Corporation,2.35," 11,335,680.90 ",n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/dynt
RELV,"Reliv&#39; International, Inc.",5.88," 10,849,540.80 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
GENE,Genetic Technologies Ltd,0.8," 10,561,452.80 ",13201816,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gene
TRPX,Therapix Biosciences Ltd.,5.1645," 10,547,050.35 ",2042221,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trpx
MICR,"Micron Solutions, Inc.",3.66," 10,324,856.34 ",n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/micr
HEB,"Hemispherx BioPharma, Inc.",0.32," 10,022,295.04 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/heb
CYTR,CytRx Corporation,2.155," 9,926,516.16 ",n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
APHB,AmpliPhi Biosciences Corporation,1.02," 9,457,707.24 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aphb
IMNP          ,Immune Pharmaceuticals Inc.,0.8618," 9,113,945.22 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imnp
DXTR,Dextera Surgical Inc.,0.1852," 8,927,793.06 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxtr
NDRA,ENDRA Life Sciences Inc.,2.2," 8,595,459.40 ",n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ndra
AHPI,"Allied Healthcare Products, Inc.",2.12," 8,508,698.44 ",n/a,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi
VTGN,"VistaGen Therapeutics, Inc.",0.79," 8,493,664.46 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtgn
EVAR,"Lombard Medical, Inc.",0.29," 8,105,727.65 ",n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/evar
EPIX,ESSA Pharma Inc.,0.2779," 8,087,414.95 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epix
PZRX,"PhaseRx, Inc.",0.6898," 8,063,988.94 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pzrx
ARGS,"Argos Therapeutics, Inc.",0.1419," 7,800,915.46 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args
AVGR,"Avinger, Inc.",0.3198," 7,647,704.88 ",n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr
TEAR,TearLab Corporation,1.31," 7,522,613.43 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tear
CPHI,"China Pharma Holdings, Inc.",0.1671," 7,282,143.97 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cphi
ORPN,Bioblast Pharma Ltd.,2.17," 7,252,704.20 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orpn
MYOS,MYOS RENS Technology Inc.,1.18," 6,896,358.96 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myos
AKER,Akers Biosciences Inc,0.7699," 6,853,068.53 ",n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/aker
IMUC,"ImmunoCellular Therapeutics, Ltd.",0.3504," 5,550,923.27 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imuc
ATOS,Atossa Genetics Inc.,0.385," 5,398,497.34 ",n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atos
BNTC,Benitec Biopharma Limited,2.85," 5,236,986.15 ",1837539,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntc
NVGN,Novogen Limited,2.81," 4,856,910.78 ",1728438,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvgn
BSPM,"Biostar Pharmaceuticals, Inc.",1.58," 4,206,990.16 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bspm
NURO,"NeuroMetrix, Inc.",1.7754," 4,164,234.43 ",n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuro
ROSG,Rosetta Genomics Ltd.,0.79," 3,842,884.69 ",n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
SSKN,"Strata Skin Sciences, Inc.",1.3," 3,221,065.90 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/sskn
XTLB,XTL Biopharmaceuticals Ltd.,2.21," 3,007,531.54 ",1360874,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xtlb
NSPR,"InspireMD, Inc.",0.395," 2,949,026.16 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nspr
MTP,Midatech Pharma PLC,1.3804," 2,432,072.92 ",1761861,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtp
IMRN,Immuron Limited,5.5," 2,360,281.00 ",429142,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imrn
MDGS,Medigus Ltd.,2.199," 2,226,863.53 ",1012671,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdgs
CYCCP,"Cyclacel Pharmaceuticals, Inc.",6.03," 2,021,696.19 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
ALQA,"Alliqua BioMedical, Inc.",3.7," 1,853,899.80 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/alqa
OASM,Oasmia Pharmaceutical AB,0.9723," 839,717.17 ",863640,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/oasm
CHFS,"CHF Solutions, Inc.",6.53," 204,330.23 ",n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/chfs
ABEOW,Abeona Therapeutics Inc.,11.55, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abeow
ACERW,Acer Therapeutics Inc.,0.0525, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acerw
ADXSW,"Advaxis, Inc.",1.33, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxsw
BDXA,"Becton, Dickinson and Company",59.72, -   ,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdxa
BNTCW,Benitec Biopharma Limited,0.4092, -   ,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntcw
BVXVW,BiondVax Pharmaceuticals Ltd.,1.8965, -   ,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxvw
CELGZ,Celgene Corporation,1.18, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celgz
CLRBW,"Cellectar Biosciences, Inc.",0.147, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrbw
CLRBZ,"Cellectar Biosciences, Inc.",0.6995, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrbz
CERCW,Cerecor Inc.,0.0263, -   ,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cercw
CHEKW,Check-Cap Ltd.,0.4, -   ,n/a,2015,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/chekw
CTXRW,"Citius Pharmaceuticals, Inc.",0.57, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctxrw
CBMXW,CombiMatrix Corporation,2.4, -   ,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cbmxw
CYHHZ,"Community Health Systems, Inc.",0.0086, -   ,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyhhz
CYTXW,Cytori Therapeutics Inc,0.027, -   ,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytxw
DRIOW,DarioHealth Corp.,0.25, -   ,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/driow
NDRAW,ENDRA Life Sciences Inc.,0.5, -   ,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ndraw
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.13, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyegw
GPACU,Global Partner Acquisition Corp.,10.8642, -   ,n/a,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/gpacu
GPACW,Global Partner Acquisition Corp.,0.95, -   ,n/a,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/gpacw
IMRNW,Immuron Limited,1.4, -   ,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imrnw
KTOVW,Kitov Pharmaceuticals Holdings Ltd.,0.768, -   ,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw
MDVXW,Medovex Corp.,0.2, -   ,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvxw
MTFBW,Motif Bio plc,4.45, -   ,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtfbw
MBIO,"Mustang Bio, Inc.",10.3001, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbio
MYNDW,"MYnd Analytics, Inc.",0.7785, -   ,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/myndw
NUROW,"NeuroMetrix, Inc.",0.0301, -   ,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nurow
ONSIW,"Oncobiologics, Inc.",0.044, -   ,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onsiw
ONSIZ,"Oncobiologics, Inc.",0.05, -   ,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onsiz
ONTXW,"Onconova Therapeutics, Inc.",0.6, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ontxw
OPGNW,"OpGen, Inc.",0.0361, -   ,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/opgnw
PAVMW,PAVmed Inc.,1.45, -   ,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pavmw
RETA,"Reata Pharmaceuticals, Inc.",28.915, -   ,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reta
RXIIW,RXi Pharmaceuticals Corporation,0.16, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxiiw
GCVRZ,Sanofi,0.392, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
EYESW,"Second Sight Medical Products, Inc.",0.34, -   ,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyesw
SRTSW,"Sensus Healthcare, Inc.",1.89, -   ,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srtsw
SLNOW,"Soleno Therapeutics, Inc.",0.12, -   ,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/slnow
SNGXW,"Soligenix, Inc.",0.6, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sngxw
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.399, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snoaw
VKTXW,"Viking Therapeutics, Inc.",1.58, -   ,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vktxw
WMGIZ,Wright Medical Group N.V.,1.5052, -   ,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/wmgiz
